Model Type,Textual Feature,Confidence Threshold,Include Rating,Include SentiScore,Shuffle Data,Use Grid Search,Pre_Pipeline_F1,Post_Pipeline_F1,Time Taken
naive_bayes,comment,0.8,True,False,False,False,0.5436893203883495,0.5485436893203883,8.045384168624878
naive_bayes,comment,0.8,False,True,True,False,0.3932038834951456,0.49029126213592233,10.192265033721924
naive_bayes,comment,0.8,False,True,False,False,0.4077669902912621,0.39805825242718446,11.510019779205322
naive_bayes,comment,0.8,False,False,True,False,0.4029126213592233,0.6359223300970874,10.170055150985718
naive_bayes,comment,0.8,False,False,False,False,0.4223300970873786,0.5776699029126213,10.67539095878601
naive_bayes,lemmatized_comment,0.5,True,True,True,False,0.5,0.5048543689320388,5.883962869644165
naive_bayes,lemmatized_comment,0.5,True,True,False,False,0.5388349514563107,0.5388349514563107,6.299286603927612
naive_bayes,lemmatized_comment,0.5,True,False,True,False,0.6067961165048543,0.6067961165048543,7.246478080749512
naive_bayes,lemmatized_comment,0.5,True,False,False,False,0.5485436893203883,0.5485436893203883,6.512972116470337
naive_bayes,lemmatized_comment,0.5,False,True,True,False,0.4174757281553398,0.5097087378640777,7.166298866271973
naive_bayes,lemmatized_comment,0.5,False,True,False,False,0.4029126213592233,0.470873786407767,7.403729200363159
naive_bayes,lemmatized_comment,0.5,False,False,True,False,0.3592233009708738,0.5485436893203883,8.084833860397339
naive_bayes,lemmatized_comment,0.5,False,False,False,False,0.4174757281553398,0.5922330097087378,8.907992124557495
naive_bayes,lemmatized_comment,0.6,True,True,True,False,0.5194174757281553,0.5194174757281553,7.0236310958862305
naive_bayes,lemmatized_comment,0.6,True,True,False,False,0.5388349514563107,0.5436893203883495,6.765131950378418
naive_bayes,lemmatized_comment,0.6,True,False,True,False,0.558252427184466,0.5533980582524272,7.339635848999023
naive_bayes,lemmatized_comment,0.6,True,False,False,False,0.5485436893203883,0.5436893203883495,7.220184087753296
naive_bayes,lemmatized_comment,0.6,False,True,True,False,0.3446601941747573,0.45145631067961167,7.6544647216796875
naive_bayes,lemmatized_comment,0.6,False,True,False,False,0.4029126213592233,0.529126213592233,8.732468843460083
naive_bayes,lemmatized_comment,0.6,False,False,True,False,0.4320388349514563,0.5631067961165048,8.462915182113647
naive_bayes,lemmatized_comment,0.6,False,False,False,False,0.4174757281553398,0.6116504854368932,9.290557861328125
naive_bayes,lemmatized_comment,0.7,True,True,True,False,0.5097087378640777,0.5,7.15985894203186
naive_bayes,lemmatized_comment,0.7,True,True,False,False,0.5388349514563107,0.5436893203883495,7.501144170761108
naive_bayes,lemmatized_comment,0.7,True,False,True,False,0.5485436893203883,0.5631067961165048,7.751085042953491
naive_bayes,lemmatized_comment,0.7,True,False,False,False,0.5485436893203883,0.5485436893203883,7.614814043045044
naive_bayes,lemmatized_comment,0.7,False,True,True,False,0.46116504854368934,0.5097087378640777,9.395153999328613
naive_bayes,lemmatized_comment,0.7,False,True,False,False,0.4029126213592233,0.470873786407767,10.458117961883545
naive_bayes,lemmatized_comment,0.7,False,False,True,False,0.4077669902912621,0.6796116504854369,9.462242841720581
naive_bayes,lemmatized_comment,0.7,False,False,False,False,0.4174757281553398,0.5922330097087378,10.480061054229736
naive_bayes,lemmatized_comment,0.8,True,True,True,False,0.5728155339805825,0.558252427184466,8.183358192443848
naive_bayes,lemmatized_comment,0.8,True,True,False,False,0.5388349514563107,0.5436893203883495,7.863954782485962
naive_bayes,lemmatized_comment,0.8,True,False,True,False,0.47572815533980584,0.49029126213592233,8.335517883300781
naive_bayes,lemmatized_comment,0.8,True,False,False,False,0.5485436893203883,0.5485436893203883,8.121338844299316
naive_bayes,lemmatized_comment,0.8,False,True,True,False,0.3883495145631068,0.4854368932038835,9.057705879211426
naive_bayes,lemmatized_comment,0.8,False,True,False,False,0.4029126213592233,0.4320388349514563,11.065635204315186
naive_bayes,lemmatized_comment,0.8,False,False,True,False,0.441747572815534,0.6456310679611651,10.230785846710205
naive_bayes,lemmatized_comment,0.8,False,False,False,False,0.4174757281553398,0.587378640776699,10.770466089248657
naive_bayes,stopwords_removal_nltk,0.5,True,True,True,False,0.45145631067961167,0.46601941747572817,6.594232082366943
naive_bayes,stopwords_removal_nltk,0.5,True,True,False,False,0.5436893203883495,0.5436893203883495,6.807868003845215
naive_bayes,stopwords_removal_nltk,0.5,True,False,True,False,0.5485436893203883,0.558252427184466,7.307719945907593
naive_bayes,stopwords_removal_nltk,0.5,True,False,False,False,0.5436893203883495,0.5728155339805825,7.0135931968688965
naive_bayes,stopwords_removal_nltk,0.5,False,True,True,False,0.38349514563106796,0.4854368932038835,8.9133620262146
naive_bayes,stopwords_removal_nltk,0.5,False,True,False,False,0.4223300970873786,0.5485436893203883,9.342148780822754
naive_bayes,stopwords_removal_nltk,0.5,False,False,True,False,0.46601941747572817,0.49514563106796117,7.401478052139282
naive_bayes,stopwords_removal_nltk,0.5,False,False,False,False,0.48058252427184467,0.5825242718446602,8.902198076248169
naive_bayes,stopwords_removal_nltk,0.6,True,True,True,False,0.5145631067961165,0.529126213592233,7.608426332473755
naive_bayes,stopwords_removal_nltk,0.6,True,True,False,False,0.5436893203883495,0.5485436893203883,7.810871839523315
naive_bayes,stopwords_removal_nltk,0.6,True,False,True,False,0.5436893203883495,0.5631067961165048,7.933380126953125
naive_bayes,stopwords_removal_nltk,0.6,True,False,False,False,0.5436893203883495,0.5679611650485437,7.917207956314087
naive_bayes,stopwords_removal_nltk,0.6,False,True,True,False,0.4223300970873786,0.5436893203883495,9.399399995803833
naive_bayes,stopwords_removal_nltk,0.6,False,True,False,False,0.4223300970873786,0.529126213592233,10.9235360622406
naive_bayes,stopwords_removal_nltk,0.6,False,False,True,False,0.45145631067961167,0.5339805825242718,8.456925868988037
naive_bayes,stopwords_removal_nltk,0.6,False,False,False,False,0.48058252427184467,0.5533980582524272,9.6785888671875
naive_bayes,stopwords_removal_nltk,0.7,True,True,True,False,0.5436893203883495,0.5631067961165048,7.94667911529541
naive_bayes,stopwords_removal_nltk,0.7,True,True,False,False,0.5436893203883495,0.5485436893203883,7.9552061557769775
naive_bayes,stopwords_removal_nltk,0.7,True,False,True,False,0.46601941747572817,0.470873786407767,8.45815896987915
naive_bayes,stopwords_removal_nltk,0.7,True,False,False,False,0.5436893203883495,0.5679611650485437,8.428741693496704
naive_bayes,stopwords_removal_nltk,0.7,False,True,True,False,0.4029126213592233,0.47572815533980584,11.255388975143433
naive_bayes,stopwords_removal_nltk,0.7,False,True,False,False,0.4223300970873786,0.45145631067961167,11.989237070083618
naive_bayes,stopwords_removal_nltk,0.7,False,False,True,False,0.45145631067961167,0.4854368932038835,7.850257873535156
naive_bayes,stopwords_removal_nltk,0.7,False,False,False,False,0.48058252427184467,0.5436893203883495,9.798841953277588
naive_bayes,stopwords_removal_nltk,0.8,True,True,True,False,0.558252427184466,0.5436893203883495,8.469613790512085
naive_bayes,stopwords_removal_nltk,0.8,True,True,False,False,0.5436893203883495,0.5485436893203883,8.477242231369019
naive_bayes,stopwords_removal_nltk,0.8,True,False,True,False,0.49029126213592233,0.5194174757281553,8.861331939697266
naive_bayes,stopwords_removal_nltk,0.8,True,False,False,False,0.5436893203883495,0.5679611650485437,8.49953579902649
naive_bayes,stopwords_removal_nltk,0.8,False,True,True,False,0.46601941747572817,0.5194174757281553,9.42901611328125
naive_bayes,stopwords_removal_nltk,0.8,False,True,False,False,0.4223300970873786,0.4029126213592233,11.94735598564148
naive_bayes,stopwords_removal_nltk,0.8,False,False,True,False,0.4368932038834951,0.470873786407767,7.970059871673584
naive_bayes,stopwords_removal_nltk,0.8,False,False,False,False,0.48058252427184467,0.5388349514563107,9.662229061126709
naive_bayes,stopwords_removal_lemmatization,0.5,True,True,True,False,0.5485436893203883,0.5533980582524272,6.052141189575195
naive_bayes,stopwords_removal_lemmatization,0.5,True,True,False,False,0.5436893203883495,0.5436893203883495,6.5574140548706055
naive_bayes,stopwords_removal_lemmatization,0.5,True,False,True,False,0.5194174757281553,0.5194174757281553,6.452882289886475
naive_bayes,stopwords_removal_lemmatization,0.5,True,False,False,False,0.5485436893203883,0.5631067961165048,6.603300094604492
naive_bayes,stopwords_removal_lemmatization,0.5,False,True,True,False,0.47572815533980584,0.5436893203883495,7.831704139709473
naive_bayes,stopwords_removal_lemmatization,0.5,False,True,False,False,0.4077669902912621,0.5388349514563107,8.237501859664917
naive_bayes,stopwords_removal_lemmatization,0.5,False,False,True,False,0.44660194174757284,0.5728155339805825,7.546663045883179
naive_bayes,stopwords_removal_lemmatization,0.5,False,False,False,False,0.45145631067961167,0.6213592233009708,8.566902160644531
naive_bayes,stopwords_removal_lemmatization,0.6,True,True,True,False,0.5533980582524272,0.5776699029126213,7.3054211139678955
naive_bayes,stopwords_removal_lemmatization,0.6,True,True,False,False,0.5436893203883495,0.5388349514563107,7.078952312469482
naive_bayes,stopwords_removal_lemmatization,0.6,True,False,True,False,0.558252427184466,0.5825242718446602,7.1969709396362305
naive_bayes,stopwords_removal_lemmatization,0.6,True,False,False,False,0.5485436893203883,0.558252427184466,7.40415620803833
naive_bayes,stopwords_removal_lemmatization,0.6,False,True,True,False,0.36893203883495146,0.5679611650485437,9.724844694137573
naive_bayes,stopwords_removal_lemmatization,0.6,False,True,False,False,0.4077669902912621,0.558252427184466,9.873786211013794
naive_bayes,stopwords_removal_lemmatization,0.6,False,False,True,False,0.46116504854368934,0.5,7.512149095535278
naive_bayes,stopwords_removal_lemmatization,0.6,False,False,False,False,0.45145631067961167,0.6359223300970874,9.396991968154907
naive_bayes,stopwords_removal_lemmatization,0.7,True,True,True,False,0.558252427184466,0.5631067961165048,7.481380939483643
naive_bayes,stopwords_removal_lemmatization,0.7,True,True,False,False,0.5436893203883495,0.5388349514563107,7.727808952331543
naive_bayes,stopwords_removal_lemmatization,0.7,True,False,True,False,0.5388349514563107,0.5388349514563107,7.8362040519714355
naive_bayes,stopwords_removal_lemmatization,0.7,True,False,False,False,0.5485436893203883,0.558252427184466,8.008424282073975
naive_bayes,stopwords_removal_lemmatization,0.7,False,True,True,False,0.36893203883495146,0.5485436893203883,10.423779964447021
naive_bayes,stopwords_removal_lemmatization,0.7,False,True,False,False,0.4077669902912621,0.5,10.637173891067505
naive_bayes,stopwords_removal_lemmatization,0.7,False,False,True,False,0.4368932038834951,0.5097087378640777,7.7698400020599365
naive_bayes,stopwords_removal_lemmatization,0.7,False,False,False,False,0.45145631067961167,0.6019417475728155,10.521372079849243
naive_bayes,stopwords_removal_lemmatization,0.8,True,True,True,False,0.5825242718446602,0.5533980582524272,8.075369119644165
naive_bayes,stopwords_removal_lemmatization,0.8,True,True,False,False,0.5436893203883495,0.5388349514563107,7.606257915496826
naive_bayes,stopwords_removal_lemmatization,0.8,True,False,True,False,0.5728155339805825,0.5776699029126213,7.72310209274292
naive_bayes,stopwords_removal_lemmatization,0.8,True,False,False,False,0.5485436893203883,0.558252427184466,7.78352427482605
naive_bayes,stopwords_removal_lemmatization,0.8,False,True,True,False,0.35436893203883496,0.5388349514563107,11.09357500076294
naive_bayes,stopwords_removal_lemmatization,0.8,False,True,False,False,0.4077669902912621,0.4368932038834951,11.901035070419312
naive_bayes,stopwords_removal_lemmatization,0.8,False,False,True,False,0.4077669902912621,0.5145631067961165,8.531654119491577
